obs_wl_air(nm),unc_obs_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""467.08840""","=""0.00010""","=""21403.232""","=""700""","=""""",,"=""150858.5079""","=""172261.741""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).8s""","=""2[1/2]*""","=""1""",,"=""""","=""L7292""",
"=""467.82180""","=""0.00010""","=""21369.679""","=""3000""","=""""",,"=""150315.8612""","=""171685.542""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""3""",,"=""""","=""L7292""",
"=""467.86107""","=""0.00020""","=""21367.886""","=""500""","=""""",,"=""150121.5922""","=""171489.486""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""""","=""L4498""",
"=""467.91350""","=""0.00010""","=""21365.491""","=""1500""","=""""",,"=""150315.8612""","=""171681.348""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L7292""",
"=""468.03670""","=""0.00020""","=""21359.867""","=""1000""","=""""",,"=""150315.8612""","=""171675.728""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""3""",,"=""""","=""L4498""",
"=""468.1200""","=""0.0020""","=""21356.07""","=""500""","=""""",,"=""150315.8612""","=""171671.928""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""468.1930""","=""0.0020""","=""21352.74""","=""200""","=""""",,"=""150858.5079""","=""172211.266""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""3""",,"=""""","=""L3469""",
"=""468.2146""","=""0.0020""","=""21351.75""","=""200""","=""""",,"=""150121.5922""","=""171473.311""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""468.2910""","=""0.0020""","=""21348.27""","=""100""","=""""",,"=""150858.5079""","=""172206.770""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""468.3238""","=""0.0020""","=""21346.77""","=""50""","=""""",,"=""150858.5079""","=""172205.272""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""3""",,"=""""","=""L3469""",
"=""468.3764""","=""0.0020""","=""21344.38""","=""300""","=""""",,"=""150917.4307""","=""172261.741""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<1/2>).8s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""468.76710""","=""0.00010""","=""21326.587""","=""1000""","=""""",,"=""150315.8612""","=""171642.4494""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""3""",,"=""""","=""L7292""",
"=""468.8191""","=""0.0020""","=""21324.22""","=""20""","=""""",,"=""150315.8612""","=""171639.9741""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""469.1580""","=""0.0020""","=""21308.82""","=""150""","=""""",,"=""150772.1118""","=""172080.915""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""469.5363""","=""0.0020""","=""21291.65""","=""200""","=""""",,"=""150917.4307""","=""172209.15""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""469.6943""","=""0.0020""","=""21284.49""","=""50""","=""""",,"=""150917.4307""","=""172201.878""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""470.0469""","=""0.0020""","=""21268.52""","=""50""","=""""",,"=""148257.7898""","=""169526.2708""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""",,"=""""","=""L3469""",
"=""470.25305""","=""0.00020""","=""21259.198""","=""1500""","=""1.62e+05""",C,"=""148257.7898""","=""169516.9948""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""1""",,"=""T6976""","=""L4498""",
"=""470.43949""","=""0.00004""","=""21250.7726""","=""15000""","=""2.10e+06""",C+,"=""148257.7898""","=""169508.5627""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""",,"=""T6976""","=""L3451""",
"=""470.88594""","=""0.00020""","=""21230.625""","=""12000""","=""3.26e+06""",C+,"=""148257.7898""","=""169488.4193""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",,"=""T6976""","=""L4498""",
"=""471.00650""","=""0.00020""","=""21225.191""","=""10000""","=""4.09e+06""",C+,"=""148257.7898""","=""169482.9862""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""0""",,"=""T6976""","=""L4498""",
"=""471.04881""","=""0.00020""","=""21223.284""","=""300""","=""""",,"=""151038.4524""","=""172261.741""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).8s""","=""2[1/2]*""","=""1""",,"=""""","=""L4498""",
"=""471.20633""","=""0.00020""","=""21216.190""","=""15000""","=""""",,"=""149657.0392""","=""170873.2327""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""3""",,"=""""","=""L4498""",
"=""471.21406""","=""0.00020""","=""21215.842""","=""150*""","=""""",,"=""151038.4524""","=""172254.295""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).8s""","=""2[1/2]*""","=""0""",,"=""""","=""L4498""",
"=""471.21406""","=""0.00020""","=""21215.842""","=""150*""","=""""",,"=""149657.0392""","=""170872.8524""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""2""",,"=""""","=""L4498""",
"=""471.2800""","=""0.0020""","=""21212.87""","=""100""","=""""",,"=""150858.5079""","=""172071.389""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""471.43397""","=""0.00020""","=""21205.945""","=""700""","=""""",,"=""149657.0392""","=""170862.9893""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L4498""",
"=""471.51248""","=""0.00020""","=""21202.414""","=""300""","=""""",,"=""150121.5922""","=""171324.0107""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""1""",,"=""""","=""L4498""",
"=""471.52580""","=""0.00020""","=""21201.815""","=""300""","=""""",,"=""149657.0392""","=""170858.8729""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[7/2]*""","=""3""",,"=""""","=""L4498""",
"=""471.53440""","=""0.00010""","=""21201.429""","=""15000""","=""""",,"=""149657.0392""","=""170858.4673""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[7/2]*""","=""4""",,"=""""","=""L7292""",
"=""471.76085""","=""0.00020""","=""21191.252""","=""700""","=""""",,"=""150121.5922""","=""171312.8413""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""0""",,"=""""","=""L4498""",
"=""472.15337""","=""0.00020""","=""21173.635""","=""700""","=""""",,"=""150315.8612""","=""171489.486""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""""","=""L4498""",
"=""472.2150""","=""0.0020""","=""21170.87""","=""50""","=""""",,"=""151038.4524""","=""172209.15""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""472.2714""","=""0.0020""","=""21168.34""","=""150""","=""""",,"=""151038.4524""","=""172206.770""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""472.3810""","=""0.0020""","=""21163.43""","=""700*""","=""""",,"=""151038.4524""","=""172201.878""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""472.3810""","=""0.0020""","=""21163.43""","=""700*""","=""""",,"=""150917.4307""","=""172080.915""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""472.4162""","=""0.0020""","=""21161.86""","=""50""","=""""",,"=""151038.4524""","=""172200.33""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
"=""472.51450""","=""0.00010""","=""21157.453""","=""700""","=""""",,"=""150315.8612""","=""171473.311""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""""","=""L7292""",
"=""474.95754""","=""0.00004""","=""21048.6269""","=""3000""","=""""",,"=""149824.2215""","=""170872.8524""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""2""",,"=""""","=""L3451""",
"=""475.06826""","=""0.00020""","=""21043.721""","=""300""","=""""",,"=""149824.2215""","=""170867.923""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L4498""",
"=""475.1802""","=""0.0020""","=""21038.76""","=""300""","=""""",,"=""149824.2215""","=""170862.9893""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""475.27320""","=""0.00004""","=""21034.6474""","=""5000""","=""""",,"=""149824.2215""","=""170858.8729""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[7/2]*""","=""3""",,"=""""","=""L3451""",
"=""475.3123""","=""0.0020""","=""21032.92""","=""10""","=""""",,"=""151038.4524""","=""172071.389""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""475.4440""","=""0.0020""","=""21027.09""","=""1000""","=""""",,"=""149824.2215""","=""170851.3105""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""475.87280""","=""0.00010""","=""21008.144""","=""1500""","=""""",,"=""150315.8612""","=""171324.0107""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""1""",,"=""""","=""L7292""",
"=""478.03380""","=""0.00010""","=""20913.176""","=""3000""","=""""",,"=""150772.1118""","=""171685.289""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L7292""",
"=""478.0884""","=""0.0020""","=""20910.79""","=""300""","=""""",,"=""150772.1118""","=""171682.914""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
"=""478.1239""","=""0.0020""","=""20909.24""","=""20""","=""""",,"=""150772.1118""","=""171681.348""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""478.4022""","=""0.0020""","=""20897.07""","=""20""","=""""",,"=""150772.1118""","=""171669.172""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
"=""478.89258""","=""0.00010""","=""20875.674""","=""10000""","=""""",,"=""149657.0392""","=""170532.7169""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""2""",,"=""""","=""L7292""",
"=""478.95982""","=""0.00020""","=""20872.743""","=""1000""","=""""",,"=""150772.1118""","=""171644.882""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L4498""",
"=""479.02195""","=""0.00020""","=""20870.036""","=""5000""","=""""",,"=""150772.1118""","=""171642.1580""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""2""",,"=""""","=""L4498""",
"=""479.0728""","=""0.0020""","=""20867.82""","=""300""","=""""",,"=""150772.1118""","=""171639.9741""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""480.01110""","=""0.00010""","=""20827.030""","=""150""","=""""",,"=""150858.5079""","=""171685.542""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""3""",,"=""""","=""L7292""",
"=""480.1076""","=""0.0020""","=""20822.84""","=""20""","=""""",,"=""150858.5079""","=""171681.348""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
"=""480.2363""","=""0.0020""","=""20817.26""","=""100""","=""""",,"=""150858.5079""","=""171675.728""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""3""",,"=""""","=""L3469""",
"=""480.3225""","=""0.0020""","=""20813.53""","=""10""","=""""",,"=""150858.5079""","=""171671.928""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
"=""480.9500""","=""0.0020""","=""20786.37""","=""100""","=""""",,"=""150858.5079""","=""171644.882""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
